order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,quantity,unit_price,order_status,country
10627,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-27,P1003,USB-C Hub,2,40.99,CANCELLED,UK
10628,C004,Amina Hassan,amina.hassan@example.com,2026-01-28,P1004,Monitor,3,220.0,RETURNED,Germany
10629,C005,Wei Chen,wei.chen@example.com,2026-01-29,P1005,Keyboard,4,45.5,PENDING,Canada
10630,C006,Emma Wilson,emma.wilson@example.com,2026-01-30,P1006,Webcam,5,60.99,COMPLETED,Australia
10631,C007,Noah Patel,noah.patel@example.com,2026-01-31,P1007,Headphones,1,89.0,CANCELLED,Japan
10632,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-01,P1008,Desk Chair,2,175.5,RETURNED,Brazil
10633,C009,Liam O'Brien,liam.obrien@example.com,2026-02-02,P1001,Laptop,3,751.0,PENDING,USA
10634,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-03,P1002,Wireless Mouse,4,25.5,COMPLETED,India
10635,C011,Maria Santos,maria.santos@example.com,2026-02-04,P1003,USB-C Hub,5,40.49,CANCELLED,UK
10636,C012,Omar Farouk,omar.farouk@example.com,2026-02-05,P1004,Monitor,1,221.0,RETURNED,Germany
10637,C001,John Smith,john@example.com,2026-02-06,P1005,Keyboard,2,45.0,PENDING,Canada
10638,C002,Priya Sharma,priya.sharma@example.com,2026-02-07,P1006,Webcam,3,60.49,COMPLETED,Australia
10639,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-08,P1007,Headphones,4,90.0,CANCELLED,Japan
10640,C004,Amina Hassan,amina.hassan@example.com,2026-02-09,P1008,Desk Chair,5,175.0,RETURNED,Brazil
10641,C005,Wei Chen,wei.chen@example.com,2026-02-10,P1001,Laptop,1,750.5,PENDING,USA
10642,C006,Emma Wilson,emma.wilson@example.com,2026-02-11,P1002,Wireless Mouse,2,26.5,COMPLETED,India
10643,C007,Noah Patel,noah.patel@example.com,2026-02-12,P1003,USB-C Hub,3,39.99,CANCELLED,UK
10644,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-13,P1004,Monitor,4,220.5,RETURNED,Germany
10645,C009,Liam O'Brien,liam.obrien@example.com,2026-02-14,P1005,Keyboard,5,46.0,PENDING,Canada
10646,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-15,P1006,Webcam,1,59.99,COMPLETED,Australia
10647,C011,Maria Santos,maria.santos@example.com,2026-02-16,P1007,Headphones,2,89.5,CANCELLED,Japan
10648,C012,Omar Farouk,omar.farouk@example.com,2026-02-17,P1008,Desk Chair,3,176.0,RETURNED,Brazil
10649,C001,John Smith,john@example.com,2026-02-18,P1001,Laptop,4,750.0,PENDING,USA
10650,C002,Priya Sharma,priya.sharma@example.com,2026-02-19,P1002,Wireless Mouse,5,26.0,COMPLETED,India
10651,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-20,P1003,USB-C Hub,1,40.99,CANCELLED,UK
10652,C004,Amina Hassan,amina.hassan@example.com,2026-02-21,P1004,Monitor,2,220.0,RETURNED,Germany
10653,C005,Wei Chen,wei.chen@example.com,2026-02-22,P1005,Keyboard,3,45.5,PENDING,Canada
10654,C006,Emma Wilson,emma.wilson@example.com,2026-02-23,P1006,Webcam,4,60.99,COMPLETED,Australia
10655,C007,Noah Patel,noah.patel@example.com,2026-02-24,P1007,Headphones,5,89.0,CANCELLED,Japan
10656,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-25,P1008,Desk Chair,1,175.5,RETURNED,Brazil
10657,C009,Liam O'Brien,liam.obrien@example.com,2026-02-26,P1001,Laptop,2,751.0,PENDING,USA
10658,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-27,P1002,Wireless Mouse,3,25.5,COMPLETED,India
10659,C011,Maria Santos,maria.santos@example.com,2026-02-28,P1003,USB-C Hub,4,40.49,CANCELLED,UK
10660,C012,Omar Farouk,omar.farouk@example.com,2026-03-01,P1004,Monitor,5,221.0,RETURNED,Germany
10661,C001,John Smith,john@example.com,2026-03-02,P1005,Keyboard,1,45.0,PENDING,Canada
10662,C002,Priya Sharma,priya.sharma@example.com,2026-03-03,P1006,Webcam,2,60.49,COMPLETED,Australia
10663,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-04,P1007,Headphones,3,90.0,CANCELLED,Japan
10664,C004,Amina Hassan,amina.hassan@example.com,2026-03-05,P1008,Desk Chair,4,175.0,RETURNED,Brazil
10665,C005,Wei Chen,wei.chen@example.com,2026-03-06,P1001,Laptop,5,750.5,PENDING,USA
10666,C006,Emma Wilson,emma.wilson@example.com,2026-03-07,P1002,Wireless Mouse,1,26.5,COMPLETED,India
10667,C007,Noah Patel,noah.patel@example.com,2026-03-08,P1003,USB-C Hub,2,39.99,CANCELLED,UK
10668,C008,Sofia Rossi,sofia.rossi@example.com,2026-03-09,P1004,Monitor,3,220.5,RETURNED,Germany
10669,C009,Liam O'Brien,liam.obrien@example.com,2026-03-10,P1005,Keyboard,4,46.0,PENDING,Canada
10670,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-03-11,P1006,Webcam,5,59.99,COMPLETED,Australia
10671,C011,Maria Santos,maria.santos@example.com,2026-03-12,P1007,Headphones,1,89.5,CANCELLED,Japan
10672,C012,Omar Farouk,omar.farouk@example.com,2026-03-13,P1008,Desk Chair,2,176.0,RETURNED,Brazil
10673,C001,John Smith,john@example.com,2026-03-14,P1001,Laptop,3,750.0,PENDING,USA
10674,C002,Priya Sharma,priya.sharma@example.com,2026-03-15,P1002,Wireless Mouse,4,26.0,COMPLETED,India
10675,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-16,P1003,USB-C Hub,5,40.99,CANCELLED,UK
10676,C004,Amina Hassan,amina.hassan@example.com,2026-03-17,P1004,Monitor,1,220.0,RETURNED,Germany
10677,C005,Wei Chen,wei.chen@example.com,2026-03-18,P1005,Keyboard,2,45.5,PENDING,Canada
10678,C006,Emma Wilson,emma.wilson@example.com,2026-03-19,P1006,Webcam,3,60.99,COMPLETED,Australia
10679,C007,Noah Patel,noah.patel@example.com,2026-03-20,P1007,Headphones,4,89.0,CANCELLED,Japan
10680,C008,Sofia Rossi,sofia.rossi@example.com,2026-03-21,P1008,Desk Chair,5,175.5,RETURNED,Brazil
10681,C009,Liam O'Brien,liam.obrien@example.com,2026-03-22,P1001,Laptop,1,751.0,PENDING,USA
10682,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-03-23,P1002,Wireless Mouse,2,25.5,COMPLETED,India
10683,C011,Maria Santos,maria.santos@example.com,2026-03-24,P1003,USB-C Hub,3,40.49,CANCELLED,UK
10684,C012,Omar Farouk,omar.farouk@example.com,2026-03-25,P1004,Monitor,4,221.0,RETURNED,Germany
10685,C001,John Smith,john@example.com,2026-03-26,P1005,Keyboard,5,45.0,PENDING,Canada
10686,C002,Priya Sharma,priya.sharma@example.com,2026-03-27,P1006,Webcam,1,60.49,COMPLETED,Australia
10687,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-28,P1007,Headphones,2,90.0,CANCELLED,Japan
10688,C004,Amina Hassan,amina.hassan@example.com,2026-03-29,P1008,Desk Chair,3,175.0,RETURNED,Brazil
10689,C005,Wei Chen,wei.chen@example.com,2026-03-30,P1001,Laptop,4,750.5,PENDING,USA
10690,C006,Emma Wilson,emma.wilson@example.com,2026-03-31,P1002,Wireless Mouse,5,26.5,COMPLETED,India
10691,C007,Noah Patel,noah.patel@example.com,2026-04-01,P1003,USB-C Hub,1,39.99,CANCELLED,UK
10692,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-02,P1004,Monitor,2,220.5,RETURNED,Germany
10693,C009,Liam O'Brien,liam.obrien@example.com,2026-04-03,P1005,Keyboard,3,46.0,PENDING,Canada
10694,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-04,P1006,Webcam,4,59.99,COMPLETED,Australia
10695,C011,Maria Santos,maria.santos@example.com,2026-04-05,P1007,Headphones,5,89.5,CANCELLED,Japan
10696,C012,Omar Farouk,omar.farouk@example.com,2026-04-06,P1008,Desk Chair,1,176.0,RETURNED,Brazil
10697,C001,John Smith,john@example.com,2026-04-07,P1001,Laptop,2,750.0,PENDING,USA
10698,C002,Priya Sharma,priya.sharma@example.com,2026-04-08,P1002,Wireless Mouse,3,26.0,COMPLETED,India
10699,C003,Carlos Rivera,carlos.rivera@example.com,2026-04-09,P1003,USB-C Hub,4,40.99,CANCELLED,UK
10700,C004,Amina Hassan,amina.hassan@example.com,2026-04-10,P1004,Monitor,5,220.0,RETURNED,Germany
10701,C005,Wei Chen,wei.chen@example.com,2026-04-11,P1005,Keyboard,1,45.5,PENDING,Canada
10702,C006,Emma Wilson,emma.wilson@example.com,2026-04-12,P1006,Webcam,2,60.99,COMPLETED,Australia
10703,C007,Noah Patel,noah.patel@example.com,2026-04-13,P1007,Headphones,3,89.0,CANCELLED,Japan
10704,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-14,P1008,Desk Chair,4,175.5,RETURNED,Brazil
10705,C009,Liam O'Brien,liam.obrien@example.com,2026-04-15,P1001,Laptop,5,751.0,PENDING,USA
10706,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-16,P1002,Wireless Mouse,1,25.5,COMPLETED,India
10707,C011,Maria Santos,maria.santos@example.com,2026-04-17,P1003,USB-C Hub,2,40.49,CANCELLED,UK
10708,C012,Omar Farouk,omar.farouk@example.com,2026-04-18,P1004,Monitor,3,221.0,RETURNED,Germany
10709,C001,John Smith,john@example.com,2026-04-19,P1005,Keyboard,4,45.0,PENDING,Canada
10710,C002,Priya Sharma,priya.sharma@example.com,2026-04-20,P1006,Webcam,5,60.49,COMPLETED,Australia
10711,C003,Carlos Rivera,carlos.rivera@example.com,2026-04-21,P1007,Headphones,1,90.0,CANCELLED,Japan
10712,C004,Amina Hassan,amina.hassan@example.com,2026-04-22,P1008,Desk Chair,2,175.0,RETURNED,Brazil
10713,C005,Wei Chen,wei.chen@example.com,2026-04-23,P1001,Laptop,3,750.5,PENDING,USA
10714,C006,Emma Wilson,emma.wilson@example.com,2026-04-24,P1002,Wireless Mouse,4,26.5,COMPLETED,India
10715,C007,Noah Patel,noah.patel@example.com,2026-04-25,P1003,USB-C Hub,5,39.99,CANCELLED,UK
10716,C008,Sofia Rossi,sofia.rossi@example.com,2026-04-26,P1004,Monitor,1,220.5,RETURNED,Germany
10717,C009,Liam O'Brien,liam.obrien@example.com,2026-04-27,P1005,Keyboard,2,46.0,PENDING,Canada
10718,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-04-28,P1006,Webcam,3,59.99,COMPLETED,Australia
10719,C011,Maria Santos,maria.santos@example.com,2026-04-29,P1007,Headphones,4,89.5,CANCELLED,Japan
10720,C012,Omar Farouk,omar.farouk@example.com,2026-04-30,P1008,Desk Chair,5,176.0,RETURNED,Brazil
10721,C001,John Smith,john@example.com,2026-05-01,P1001,Laptop,1,750.0,PENDING,USA
10722,C002,Priya Sharma,priya.sharma@example.com,2026-05-02,P1002,Wireless Mouse,2,26.0,COMPLETED,India
10723,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-03,P1003,USB-C Hub,3,40.99,CANCELLED,UK
10724,C004,Amina Hassan,amina.hassan@example.com,2026-05-04,P1004,Monitor,4,220.0,RETURNED,Germany
10725,C005,Wei Chen,wei.chen@example.com,2026-05-05,P1005,Keyboard,5,45.5,PENDING,Canada
10726,C006,Emma Wilson,emma.wilson@example.com,2026-05-06,P1006,Webcam,1,60.99,COMPLETED,Australia
10727,C007,Noah Patel,noah.patel@example.com,2026-05-07,P1007,Headphones,2,89.0,CANCELLED,Japan
10728,C008,Sofia Rossi,sofia.rossi@example.com,2026-05-08,P1008,Desk Chair,3,175.5,RETURNED,Brazil
10729,C009,Liam O'Brien,liam.obrien@example.com,2026-05-09,P1001,Laptop,4,751.0,PENDING,USA
10730,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-05-10,P1002,Wireless Mouse,5,25.5,COMPLETED,India
10731,C011,Maria Santos,maria.santos@example.com,2026-05-11,P1003,USB-C Hub,1,40.49,CANCELLED,UK
10732,C012,Omar Farouk,omar.farouk@example.com,2026-05-12,P1004,Monitor,2,221.0,RETURNED,Germany
10733,C001,John Smith,john@example.com,2026-05-13,P1005,Keyboard,3,45.0,PENDING,Canada
10734,C002,Priya Sharma,priya.sharma@example.com,2026-05-14,P1006,Webcam,4,60.49,COMPLETED,Australia
10735,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-15,P1007,Headphones,5,90.0,CANCELLED,Japan
10736,C004,Amina Hassan,amina.hassan@example.com,2026-05-16,P1008,Desk Chair,1,175.0,RETURNED,Brazil
10737,C005,Wei Chen,wei.chen@example.com,2026-05-17,P1001,Laptop,2,750.5,PENDING,USA
10738,C006,Emma Wilson,emma.wilson@example.com,2026-05-18,P1002,Wireless Mouse,3,26.5,COMPLETED,India
10739,C007,Noah Patel,noah.patel@example.com,2026-05-19,P1003,USB-C Hub,4,39.99,CANCELLED,UK
10740,C008,Sofia Rossi,sofia.rossi@example.com,2026-05-20,P1004,Monitor,5,220.5,RETURNED,Germany
10741,C009,Liam O'Brien,liam.obrien@example.com,2026-05-21,P1005,Keyboard,1,46.0,PENDING,Canada
10742,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-05-22,P1006,Webcam,2,59.99,COMPLETED,Australia
10743,C011,Maria Santos,maria.santos@example.com,2026-05-23,P1007,Headphones,3,89.5,CANCELLED,Japan
10744,C012,Omar Farouk,omar.farouk@example.com,2026-05-24,P1008,Desk Chair,4,176.0,RETURNED,Brazil
10745,C001,John Smith,john@example.com,2026-05-25,P1001,Laptop,5,750.0,PENDING,USA
10746,C002,Priya Sharma,priya.sharma@example.com,2026-05-26,P1002,Wireless Mouse,1,26.0,COMPLETED,India
10747,C003,Carlos Rivera,carlos.rivera@example.com,2026-05-27,P1003,USB-C Hub,2,40.99,CANCELLED,UK
10748,C004,Amina Hassan,amina.hassan@example.com,2026-05-28,P1004,Monitor,3,220.0,RETURNED,Germany
10749,C005,Wei Chen,wei.chen@example.com,2026-05-29,P1005,Keyboard,4,45.5,PENDING,Canada
10750,C006,Emma Wilson,emma.wilson@example.com,2026-05-30,P1006,Webcam,5,60.99,COMPLETED,Australia
10751,C007,Noah Patel,noah.patel@example.com,2026-05-31,P1007,Headphones,1,89.0,CANCELLED,Japan
10752,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-01,P1008,Desk Chair,2,175.5,RETURNED,Brazil
10753,C009,Liam O'Brien,liam.obrien@example.com,2026-06-02,P1001,Laptop,3,751.0,PENDING,USA
10754,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-03,P1002,Wireless Mouse,4,25.5,COMPLETED,India
10755,C011,Maria Santos,maria.santos@example.com,2026-06-04,P1003,USB-C Hub,5,40.49,CANCELLED,UK
10756,C012,Omar Farouk,omar.farouk@example.com,2026-06-05,P1004,Monitor,1,221.0,RETURNED,Germany
10757,C001,John Smith,john@example.com,2026-06-06,P1005,Keyboard,2,45.0,PENDING,Canada
10758,C002,Priya Sharma,priya.sharma@example.com,2026-06-07,P1006,Webcam,3,60.49,COMPLETED,Australia
10759,C003,Carlos Rivera,carlos.rivera@example.com,2026-06-08,P1007,Headphones,4,90.0,CANCELLED,Japan
10760,C004,Amina Hassan,amina.hassan@example.com,2026-06-09,P1008,Desk Chair,5,175.0,RETURNED,Brazil
10761,C005,Wei Chen,wei.chen@example.com,2026-06-10,P1001,Laptop,1,750.5,PENDING,USA
10762,C006,Emma Wilson,emma.wilson@example.com,2026-06-11,P1002,Wireless Mouse,2,26.5,COMPLETED,India
10763,C007,Noah Patel,noah.patel@example.com,2026-06-12,P1003,USB-C Hub,3,39.99,CANCELLED,UK
10764,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-13,P1004,Monitor,4,220.5,RETURNED,Germany
10765,C009,Liam O'Brien,liam.obrien@example.com,2026-06-14,P1005,Keyboard,5,46.0,PENDING,Canada
10766,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-15,P1006,Webcam,1,59.99,COMPLETED,Australia
10767,C011,Maria Santos,maria.santos@example.com,2026-06-16,P1007,Headphones,2,89.5,CANCELLED,Japan
10768,C012,Omar Farouk,omar.farouk@example.com,2026-06-17,P1008,Desk Chair,3,176.0,RETURNED,Brazil
10769,C001,John Smith,john@example.com,2026-06-18,P1001,Laptop,4,750.0,PENDING,USA
10770,C002,Priya Sharma,priya.sharma@example.com,2026-06-19,P1002,Wireless Mouse,5,26.0,COMPLETED,India
10771,C003,Carlos Rivera,carlos.rivera@example.com,2026-06-20,P1003,USB-C Hub,1,40.99,CANCELLED,UK
10772,C004,Amina Hassan,amina.hassan@example.com,2026-06-21,P1004,Monitor,2,220.0,RETURNED,Germany
10773,C005,Wei Chen,wei.chen@example.com,2026-06-22,P1005,Keyboard,3,45.5,PENDING,Canada
10774,C006,Emma Wilson,emma.wilson@example.com,2026-06-23,P1006,Webcam,4,60.99,COMPLETED,Australia
10775,C007,Noah Patel,noah.patel@example.com,2026-06-24,P1007,Headphones,5,89.0,CANCELLED,Japan
10776,C008,Sofia Rossi,sofia.rossi@example.com,2026-06-25,P1008,Desk Chair,1,175.5,RETURNED,Brazil
10777,C009,Liam O'Brien,liam.obrien@example.com,2026-06-26,P1001,Laptop,2,751.0,PENDING,USA
10778,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-06-27,P1002,Wireless Mouse,3,25.5,COMPLETED,India
10779,C011,Maria Santos,maria.santos@example.com,2026-06-28,P1003,USB-C Hub,4,40.49,CANCELLED,UK
10780,C012,Omar Farouk,omar.farouk@example.com,2026-06-29,P1004,Monitor,5,221.0,RETURNED,Germany
10781,C001,John Smith,john@example.com,2026-06-30,P1005,Keyboard,1,45.0,PENDING,Canada
10782,C002,Priya Sharma,priya.sharma@example.com,2026-07-01,P1006,Webcam,2,60.49,COMPLETED,Australia
10783,C003,Carlos Rivera,carlos.rivera@example.com,2026-07-02,P1007,Headphones,3,90.0,CANCELLED,Japan
10784,C004,Amina Hassan,amina.hassan@example.com,2026-07-03,P1008,Desk Chair,4,175.0,RETURNED,Brazil
10785,C005,Wei Chen,wei.chen@example.com,2026-07-04,P1001,Laptop,5,750.5,PENDING,USA
10786,C006,Emma Wilson,emma.wilson@example.com,2026-07-05,P1002,Wireless Mouse,1,26.5,COMPLETED,India
10787,C007,Noah Patel,noah.patel@example.com,2026-07-06,P1003,USB-C Hub,2,39.99,CANCELLED,UK
10788,C008,Sofia Rossi,sofia.rossi@example.com,2026-07-07,P1004,Monitor,3,220.5,RETURNED,Germany
10789,C009,Liam O'Brien,liam.obrien@example.com,2026-07-08,P1005,Keyboard,4,46.0,PENDING,Canada
10790,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-07-09,P1006,Webcam,5,59.99,COMPLETED,Australia
10791,C011,Maria Santos,maria.santos@example.com,2026-07-10,P1007,Headphones,1,89.5,CANCELLED,Japan
10792,C012,Omar Farouk,omar.farouk@example.com,2026-07-11,P1008,Desk Chair,2,176.0,RETURNED,Brazil
10793,C001,John Smith,john@example.com,2026-07-12,P1001,Laptop,3,750.0,PENDING,USA
10794,C002,Priya Sharma,priya.sharma@example.com,2026-07-13,P1002,Wireless Mouse,4,26.0,COMPLETED,India
10795,C003,Carlos Rivera,carlos.rivera@example.com,2026-07-14,P1003,USB-C Hub,5,40.99,CANCELLED,UK
10796,C004,Amina Hassan,amina.hassan@example.com,2026-07-15,P1004,Monitor,1,220.0,RETURNED,Germany
10797,C005,Wei Chen,wei.chen@example.com,2026-07-16,P1005,Keyboard,2,45.5,PENDING,Canada
10798,C006,Emma Wilson,emma.wilson@example.com,2026-07-17,P1006,Webcam,3,60.99,COMPLETED,Australia
10799,C007,Noah Patel,noah.patel@example.com,2026-07-18,P1007,Headphones,4,89.0,CANCELLED,Japan
10800,C008,Sofia Rossi,sofia.rossi@example.com,2026-07-19,P1008,Desk Chair,5,175.5,RETURNED,Brazil
10801,C009,Liam O'Brien,liam.obrien@example.com,2026-01-01,P1001,Laptop,1,751.0,PENDING,USA
10802,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-01-02,P1002,Wireless Mouse,2,25.5,COMPLETED,India
10803,C011,Maria Santos,maria.santos@example.com,2026-01-03,P1003,USB-C Hub,3,40.49,CANCELLED,UK
10804,C012,Omar Farouk,omar.farouk@example.com,2026-01-04,P1004,Monitor,4,221.0,RETURNED,Germany
10805,C001,John Smith,john@example.com,2026-01-05,P1005,Keyboard,5,45.0,PENDING,Canada
10806,C002,Priya Sharma,priya.sharma@example.com,2026-01-06,P1006,Webcam,1,60.49,COMPLETED,Australia
10807,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-07,P1007,Headphones,2,90.0,CANCELLED,Japan
10808,C004,Amina Hassan,amina.hassan@example.com,2026-01-08,P1008,Desk Chair,3,175.0,RETURNED,Brazil
10809,C005,Wei Chen,wei.chen@example.com,2026-01-09,P1001,Laptop,4,750.5,PENDING,USA
10810,C006,Emma Wilson,emma.wilson@example.com,2026-01-10,P1002,Wireless Mouse,5,26.5,COMPLETED,India
10811,C007,Noah Patel,noah.patel@example.com,2026-01-11,P1003,USB-C Hub,1,39.99,CANCELLED,UK
10812,C008,Sofia Rossi,sofia.rossi@example.com,2026-01-12,P1004,Monitor,2,220.5,RETURNED,Germany
10813,C009,Liam O'Brien,liam.obrien@example.com,2026-01-13,P1005,Keyboard,3,46.0,PENDING,Canada
10814,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-01-14,P1006,Webcam,4,59.99,COMPLETED,Australia
10815,C011,Maria Santos,maria.santos@example.com,2026-01-15,P1007,Headphones,5,89.5,CANCELLED,Japan
10816,C012,Omar Farouk,omar.farouk@example.com,2026-01-16,P1008,Desk Chair,1,176.0,RETURNED,Brazil
10817,C001,John Smith,john@example.com,2026-01-17,P1001,Laptop,2,750.0,PENDING,USA
10818,C002,Priya Sharma,priya.sharma@example.com,2026-01-18,P1002,Wireless Mouse,3,26.0,COMPLETED,India
10819,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-19,P1003,USB-C Hub,4,40.99,CANCELLED,UK
10820,C004,Amina Hassan,amina.hassan@example.com,2026-01-20,P1004,Monitor,5,220.0,RETURNED,Germany
10821,C005,Wei Chen,wei.chen@example.com,2026-01-21,P1005,Keyboard,1,45.5,PENDING,Canada
10822,C006,Emma Wilson,emma.wilson@example.com,2026-01-22,P1006,Webcam,2,60.99,COMPLETED,Australia
10823,C007,Noah Patel,noah.patel@example.com,2026-01-23,P1007,Headphones,3,89.0,CANCELLED,Japan
10824,C008,Sofia Rossi,sofia.rossi@example.com,2026-01-24,P1008,Desk Chair,4,175.5,RETURNED,Brazil
10825,C009,Liam O'Brien,liam.obrien@example.com,2026-01-25,P1001,Laptop,5,751.0,PENDING,USA
10826,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-01-26,P1002,Wireless Mouse,1,25.5,COMPLETED,India
10827,C011,Maria Santos,maria.santos@example.com,2026-01-27,P1003,USB-C Hub,2,40.49,CANCELLED,UK
10828,C012,Omar Farouk,omar.farouk@example.com,2026-01-28,P1004,Monitor,3,221.0,RETURNED,Germany
10829,C001,John Smith,john@example.com,2026-01-29,P1005,Keyboard,4,45.0,PENDING,Canada
10830,C002,Priya Sharma,priya.sharma@example.com,2026-01-30,P1006,Webcam,5,60.49,COMPLETED,Australia
10831,C003,Carlos Rivera,carlos.rivera@example.com,2026-01-31,P1007,Headphones,1,90.0,CANCELLED,Japan
10832,C004,Amina Hassan,amina.hassan@example.com,2026-02-01,P1008,Desk Chair,2,175.0,RETURNED,Brazil
10833,C005,Wei Chen,wei.chen@example.com,2026-02-02,P1001,Laptop,3,750.5,PENDING,USA
10834,C006,Emma Wilson,emma.wilson@example.com,2026-02-03,P1002,Wireless Mouse,4,26.5,COMPLETED,India
10835,C007,Noah Patel,noah.patel@example.com,2026-02-04,P1003,USB-C Hub,5,39.99,CANCELLED,UK
10836,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-05,P1004,Monitor,1,220.5,RETURNED,Germany
10837,C009,Liam O'Brien,liam.obrien@example.com,2026-02-06,P1005,Keyboard,2,46.0,PENDING,Canada
10838,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-07,P1006,Webcam,3,59.99,COMPLETED,Australia
10839,C011,Maria Santos,maria.santos@example.com,2026-02-08,P1007,Headphones,4,89.5,CANCELLED,Japan
10840,C012,Omar Farouk,omar.farouk@example.com,2026-02-09,P1008,Desk Chair,5,176.0,RETURNED,Brazil
10841,C001,John Smith,john@example.com,2026-02-10,P1001,Laptop,1,750.0,PENDING,USA
10842,C002,Priya Sharma,priya.sharma@example.com,2026-02-11,P1002,Wireless Mouse,2,26.0,COMPLETED,India
10843,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-12,P1003,USB-C Hub,3,40.99,CANCELLED,UK
10844,C004,Amina Hassan,amina.hassan@example.com,2026-02-13,P1004,Monitor,4,220.0,RETURNED,Germany
10845,C005,Wei Chen,wei.chen@example.com,2026-02-14,P1005,Keyboard,5,45.5,PENDING,Canada
10846,C006,Emma Wilson,emma.wilson@example.com,2026-02-15,P1006,Webcam,1,60.99,COMPLETED,Australia
10847,C007,Noah Patel,noah.patel@example.com,2026-02-16,P1007,Headphones,2,89.0,CANCELLED,Japan
10848,C008,Sofia Rossi,sofia.rossi@example.com,2026-02-17,P1008,Desk Chair,3,175.5,RETURNED,Brazil
10849,C009,Liam O'Brien,liam.obrien@example.com,2026-02-18,P1001,Laptop,4,751.0,PENDING,USA
10850,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-02-19,P1002,Wireless Mouse,5,25.5,COMPLETED,India
10851,C011,Maria Santos,maria.santos@example.com,2026-02-20,P1003,USB-C Hub,1,40.49,CANCELLED,UK
10852,C012,Omar Farouk,omar.farouk@example.com,2026-02-21,P1004,Monitor,2,221.0,RETURNED,Germany
10853,C001,John Smith,john@example.com,2026-02-22,P1005,Keyboard,3,45.0,PENDING,Canada
10854,C002,Priya Sharma,priya.sharma@example.com,2026-02-23,P1006,Webcam,4,60.49,COMPLETED,Australia
10855,C003,Carlos Rivera,carlos.rivera@example.com,2026-02-24,P1007,Headphones,5,90.0,CANCELLED,Japan
10856,C004,Amina Hassan,amina.hassan@example.com,2026-02-25,P1008,Desk Chair,1,175.0,RETURNED,Brazil
10857,C005,Wei Chen,wei.chen@example.com,2026-02-26,P1001,Laptop,2,750.5,PENDING,USA
10858,C006,Emma Wilson,emma.wilson@example.com,2026-02-27,P1002,Wireless Mouse,3,26.5,COMPLETED,India
10859,C007,Noah Patel,noah.patel@example.com,2026-02-28,P1003,USB-C Hub,4,39.99,CANCELLED,UK
10860,C008,Sofia Rossi,sofia.rossi@example.com,2026-03-01,P1004,Monitor,5,220.5,RETURNED,Germany
10861,C009,Liam O'Brien,liam.obrien@example.com,2026-03-02,P1005,Keyboard,1,46.0,PENDING,Canada
10862,C010,Yuki Tanaka,yuki.tanaka@example.com,2026-03-03,P1006,Webcam,2,59.99,COMPLETED,Australia
10863,C011,Maria Santos,maria.santos@example.com,2026-03-04,P1007,Headphones,3,89.5,CANCELLED,Japan
10864,C012,Omar Farouk,omar.farouk@example.com,2026-03-05,P1008,Desk Chair,4,176.0,RETURNED,Brazil
10865,C001,John Smith,john@example.com,2026-03-06,P1001,Laptop,5,750.0,PENDING,USA
10866,C002,Priya Sharma,priya.sharma@example.com,2026-03-07,P1002,Wireless Mouse,1,26.0,COMPLETED,India
10867,C003,Carlos Rivera,carlos.rivera@example.com,2026-03-08,P1003,USB-C Hub,2,40.99,CANCELLED,UK
